receiver_type,gene,test_r2
DG-IMN Glut,Prkd1,-0.009444955407416078
DG-IMN Glut,Nos1,-0.009453203287556944
DG-IMN Glut,Onecut2,-0.00956097804941436
DG-IMN Glut,Ctss,-0.009983641379810226
DG-IMN Glut,Pcp4l1,-0.009992373770665974
DG-IMN Glut,Zfhx4,-0.010347274094902659
DG-IMN Glut,Gja1,-0.010638030768418183
DG-IMN Glut,Caln1,-0.012443169693831413
DG-IMN Glut,Fras1,-0.01317437074817307
DG-IMN Glut,Sema5a,-0.013615652638939935
DG-IMN Glut,Cldn5,-0.014287300284570259
DG-IMN Glut,Trhde,-0.015293783893923996
DG-IMN Glut,Crym,-0.015533971493989496
DG-IMN Glut,Slc17a7,-0.015708398043489558
DG-IMN Glut,Gsta4,-0.01788580357492431
DG-IMN Glut,Gpr83,-0.017995100327066194
DG-IMN Glut,Grm3,-0.01829861018683321
DG-IMN Glut,Tgfbr2,-0.01856027719012343
DG-IMN Glut,Lmo3,-0.01952498569770178
DG-IMN Glut,Pou3f3,-0.019551925152146765
DG-IMN Glut,Fam163a,-0.020364228542794294
DG-IMN Glut,Sox2,-0.022453638465929515
DG-IMN Glut,Kcng2,-0.024071539162000555
DG-IMN Glut,Slc17a6,-0.024091787263939235
DG-IMN Glut,Npnt,-0.02622765918168457
DG-IMN Glut,Dscaml1,-0.02791815582248436
DG-IMN Glut,Glis3,-0.028476612984842387
DG-IMN Glut,C1ql3,-0.0306144321946753
DG-IMN Glut,Fxyd6,-0.03181585896871475
DG-IMN Glut,Ramp1,-0.03236801381597698
DG-IMN Glut,Tcf7l2,-0.0324175164213254
DG-IMN Glut,Zfp536,-0.03253747213924019
DG-IMN Glut,Kcng1,-0.033727923422150585
DG-IMN Glut,St6galnac5,-0.03621486035038313
DG-IMN Glut,Kitl,-0.03693531573847286
DG-IMN Glut,Mpped2,-0.038193451659990885
DG-IMN Glut,Galnt14,-0.03929027176550437
DG-IMN Glut,Smoc2,-0.04048861252471636
DG-IMN Glut,Wnt7b,-0.040751171964971356
DG-IMN Glut,Slc30a3,-0.04082008614513288
DG-IMN Glut,Gfap,-0.05036654104292548
DG-IMN Glut,Kcnab3,-0.05481343883062606
DG-IMN Glut,Parm1,-0.05853972191421031
DG-IMN Glut,Grik3,-0.06447617821017348
DG-IMN Glut,Necab1,-0.06478243077353185
DG-IMN Glut,Tbcc,-0.0653296813485642
DG-IMN Glut,Cdh9,-0.06620481534506206
DG-IMN Glut,Fibcd1,-0.06987393072082781
DG-IMN Glut,Cacng3,-0.07116234939157806
DG-IMN Glut,Kl,-0.07245000874020913
DG-IMN Glut,Osbpl3,-0.07337663842497566
DG-IMN Glut,Mcm6,-0.07710344258976098
DG-IMN Glut,Bcl11b,-0.08118532199417183
DG-IMN Glut,Tafa2,-0.09575525731081136
DG-IMN Glut,Rgs6,-0.09796747708882103
DG-IMN Glut,Cidea,-0.175327532642908
DG-IMN Glut,Ptk2b,-0.17598147122415653
DG-IMN Glut,Nptx2,-0.18491099183867732
DG-IMN Glut,Slc38a1,-0.20714462234733677
DG-IMN Glut,Lrp4,-0.22156626978067595
DG-IMN Glut,Gpr139,-0.2277094112873579
OB-IMN GABA,Stxbp6,0.5053646102521168
OB-IMN GABA,Pcp4l1,0.3493567764321017
OB-IMN GABA,Zfp536,0.23149525057551235
OB-IMN GABA,Mdga1,0.1658795488140864
OB-IMN GABA,Reln,0.13565276333783727
OB-IMN GABA,Aqp4,0.1325293591946538
OB-IMN GABA,Gpr88,0.12079741681728862
OB-IMN GABA,Tgfbr2,0.10119257373791202
OB-IMN GABA,Chn2,0.0886679095159465
OB-IMN GABA,Whrn,0.08025696753013423
OB-IMN GABA,Mpped2,0.06665239312050375
OB-IMN GABA,Slc38a1,0.0644824635311041
OB-IMN GABA,Mcm6,0.061797489327426125
OB-IMN GABA,Col5a1,0.061164022559226816
OB-IMN GABA,Sox10,0.06108654405549463
OB-IMN GABA,Rasgrp1,0.0586279254740526
OB-IMN GABA,Nptx2,0.054467013615539184
OB-IMN GABA,Nr2f2,0.0495112882386618
OB-IMN GABA,Gli3,0.04400981909861901
OB-IMN GABA,Sox2,0.04145783621517396
OB-IMN GABA,Necab1,0.03975142478888771
OB-IMN GABA,Gli2,0.03360455856448341
OB-IMN GABA,Tcf7l2,0.0329737342994566
OB-IMN GABA,Nrp1,0.029153686254059674
OB-IMN GABA,Dock5,0.024163323579688534
OB-IMN GABA,Scn4b,0.02379139137803077
OB-IMN GABA,Ctss,0.023697203033939296
OB-IMN GABA,Mog,0.017466266080658155
OB-IMN GABA,Gfap,0.015514633644549525
OB-IMN GABA,Parm1,0.015238548105509286
OB-IMN GABA,Gpr83,0.00976403546530169
OB-IMN GABA,Dchs2,0.00011471136356711042
OB-IMN GABA,Grm3,-7.927285931974559e-05
OB-IMN GABA,Tnc,-0.003181888394697463
OB-IMN GABA,Vcan,-0.003582542537102551
OB-IMN GABA,Nfix,-0.007031107905821843
OB-IMN GABA,Sv2b,-0.01112924424989492
OB-IMN GABA,Cxcl14,-0.013723466226191583
OB-IMN GABA,Hs3st4,-0.014007045487278269
OB-IMN GABA,Rgs4,-0.016523567920269322
OB-IMN GABA,Sp8,-0.019505790397108536
OB-IMN GABA,Adcy2,-0.025807196141281352
OB-IMN GABA,Igf2,-0.028338100366758212
OB-IMN GABA,Kitl,-0.031989045388464143
OB-IMN GABA,Zeb2,-0.032716448640021545
OB-IMN GABA,Trhde,-0.04179482264011769
OB-IMN GABA,Qpct,-0.04273676182823993
OB-IMN GABA,Igfbp4,-0.04924123162896765
OB-IMN GABA,Rab3b,-0.05467779499607661
OB-IMN GABA,Lhx2,-0.056285474281645875
OB-IMN GABA,Sox6,-0.05637718817841386
OB-IMN GABA,Lypd1,-0.05776249709538117
OB-IMN GABA,Slc1a3,-0.06447886368029132
OB-IMN GABA,Prom1,-0.06618799816603138
OB-IMN GABA,Cgnl1,-0.06899523873825708
OB-IMN GABA,Nrn1,-0.071063724273557
OB-IMN GABA,Ptprm,-0.08315515090657377
OB-IMN GABA,Gsta4,-0.08394710675639994
OB-IMN GABA,Gad2,-0.0862953141041709
OB-IMN GABA,Foxo1,-0.0923458684926628
OB-IMN GABA,Syndig1l,-0.09608921250853819
OB-IMN GABA,Nxph1,-0.10197698635353158
OB-IMN GABA,Dscaml1,-0.10364722869821774
OB-IMN GABA,Grik3,-0.10637089302801006
OB-IMN GABA,Bcl11b,-0.11726131668603723
OB-IMN GABA,Cd34,-0.11765278139051238
OB-IMN GABA,Cd24a,-0.13102022338137043
OB-IMN GABA,Slc7a11,-0.13542657611696995
OB-IMN GABA,Gda,-0.13838851916341932
OB-IMN GABA,Opalin,-0.14378392615670932
OB-IMN GABA,Spock3,-0.14593683529005164
OB-IMN GABA,Pde1a,-0.1474995079902799
OB-IMN GABA,Calb2,-0.1495372019568637
OB-IMN GABA,Ldb2,-0.15656788142943978
OB-IMN GABA,Lhfp,-0.156673468716658
OB-IMN GABA,Dach1,-0.15739221773414847
OB-IMN GABA,Sntg2,-0.16154679186555732
OB-IMN GABA,Adamtsl1,-0.16554998079931815
OB-IMN GABA,Ccnd2,-0.18247182078474977
OB-IMN GABA,Sulf2,-0.18493785606660418
OB-IMN GABA,Meis1,-0.19433958053196232
OB-IMN GABA,Ckap2l,-0.20139559580922484
OB-IMN GABA,Adgrf5,-0.20205832300976767
OB-IMN GABA,Pax6,-0.22107404101979244
OB-IMN GABA,Emx2,-0.22298339474508966
OB-IMN GABA,Tbcc,-0.22301787644908289
OB-IMN GABA,Sorcs3,-0.23223034589453806
OB-IMN GABA,Rorb,-0.2406582413465561
OB-IMN GABA,Pdzrn3,-0.24545341806969123
OB-IMN GABA,St6galnac5,-0.2649902856764379
OB-IMN GABA,C1ql1,-0.26565866875427724
OB-IMN GABA,Kcnk9,-0.2697256545837454
OB-IMN GABA,Syt6,-0.28531869778626673
OB-IMN GABA,Slc32a1,-0.287449566585148
OB-IMN GABA,Wnt7b,-0.29146236463289443
OB-IMN GABA,Zbtb16,-0.291540776182023
OB-IMN GABA,Lrp4,-0.2978291858984625
OB-IMN GABA,Pou3f3,-0.3135606911415605
OB-IMN GABA,Igfbpl1,-0.31497832596583275
OB-IMN GABA,Cbln2,-0.3260307661161024
OB-IMN GABA,Epha4,-0.3274588141302788
OB-IMN GABA,Sv2c,-0.33385763661405465
OB-IMN GABA,Bcl11a,-0.33488247418929884
OB-IMN GABA,Cdkn1a,-0.33579017914748444
OB-IMN GABA,Cdh20,-0.3408469306727768
OB-IMN GABA,Sox5,-0.3530838024661431
OB-IMN GABA,Sema5a,-0.36181053787796036
OB-IMN GABA,Sp9,-0.3628748595530622
OB-IMN GABA,Serpine2,-0.3659359875499306
OB-IMN GABA,Gja1,-0.36973344467910385
OB-IMN GABA,Slc17a7,-0.40363109499547556
OB-IMN GABA,Syndig1,-0.4066726761638262
OB-IMN GABA,Cldn5,-0.4137714266762975
OB-IMN GABA,Prkd1,-0.44046501792238724
OB-IMN GABA,Unc13c,-0.44201051499728594
OB-IMN GABA,Fli1,-0.4668113542778247
OB-IMN GABA,Fbln2,-0.47988801700107
OB-IMN GABA,Spon1,-0.4827814809196418
OB-IMN GABA,Fxyd6,-0.5079885382818599
OB-IMN GABA,Kif11,-0.5109637235130484
OB-IMN GABA,Marcksl1,-0.5366245607056328
OB-IMN GABA,Synpr,-0.5602127825905328
OB-IMN GABA,Gfra1,-0.5778926061984528
OB-IMN GABA,Tox3,-0.5842753506656986
OB-IMN GABA,Tox,-0.6039732583945385
OB-IMN GABA,Baiap3,-0.6627803925561218
OB-IMN GABA,Zfpm2,-0.6861955292315729
OB-IMN GABA,Ust,-0.6882632297672444
OB-IMN GABA,Cnr1,-0.7109005365677579
OB-IMN GABA,St3gal1,-0.7180794936521191
OB-IMN GABA,Calb1,-0.7340960203709295
OB-IMN GABA,Hopx,-0.7453760550125235
OB-IMN GABA,Vwc2l,-0.795914009696544
OB-IMN GABA,Cbln1,-0.7985801898812919
OB-IMN GABA,Lpar1,-0.8046708188654494
OB-IMN GABA,Grin2c,-0.8362484039802209
OB-IMN GABA,Zfhx4,-0.9091971711669804
OB-IMN GABA,Kl,-0.9677399583477773
OB-IMN GABA,Nfib,-1.4566155140482118
OB-IMN GABA,Ptk2b,-1.588524086547911
OB-IMN GABA,Hdc,-1.5988064693691104
OB-IMN GABA,Htr3a,-1.6137288273335253
OB-IMN GABA,Nr2f1,-1.7543044545618987
OB-IMN GABA,St18,-2.0663075750178916
OB-IMN GABA,Clic6,-2.484524160940944
OB-IMN GABA,Galnt18,-3.2129390210529127
OB-IMN GABA,Tshz2,-5.5939183321987835
OB-IMN GABA,Acta2,-41085625130.89527
OB-IMN GABA,Nos1,-98691319202.26724
OB-IMN GABA,Drd1,-130955026006.6102
CTX-CGE GABA,Vip,0.44201995310537123
CTX-CGE GABA,Adcy2,0.32905011677815954
CTX-CGE GABA,Fbln2,0.2988330763738114
CTX-CGE GABA,Cbln2,0.2895929583686626
CTX-CGE GABA,Shisa6,0.2513052572895994
CTX-CGE GABA,Elfn1,0.2239408413715388
CTX-CGE GABA,Glra2,0.2147158029860119
CTX-CGE GABA,Galnt18,0.19655241860418982
CTX-CGE GABA,Ptprm,0.193329818291475
CTX-CGE GABA,Gda,0.1733342941127327
CTX-CGE GABA,Synpr,0.17242484191489793
CTX-CGE GABA,Syndig1,0.16755563164415932
CTX-CGE GABA,Htr2a,0.151165901871136
CTX-CGE GABA,Calb2,0.14709965738009578
CTX-CGE GABA,Grik3,0.14390935579487474
CTX-CGE GABA,Grm1,0.14165365053600942
CTX-CGE GABA,Sema3e,0.13575605295928195
CTX-CGE GABA,Syt17,0.13565034716016044
CTX-CGE GABA,Trhde,0.13061624762476587
CTX-CGE GABA,Crh,0.10471646184928629
CTX-CGE GABA,Sorcs3,0.10074072708508319
CTX-CGE GABA,St6galnac5,0.10045146346839817
CTX-CGE GABA,Vwc2,0.08776570344016532
CTX-CGE GABA,Spock3,0.08129357141652815
CTX-CGE GABA,Sv2c,0.07437779988432025
CTX-CGE GABA,Gad2,0.06842510669978452
CTX-CGE GABA,Cntn6,0.06666295465103456
CTX-CGE GABA,Nptx2,0.06291121425267998
CTX-CGE GABA,Cxcl14,0.06108614464616857
CTX-CGE GABA,Rgs4,0.05950020297269487
CTX-CGE GABA,Npas1,0.05786300768720243
CTX-CGE GABA,Cdh6,0.054210644686383036
CTX-CGE GABA,Tox3,0.05277829416863922
CTX-CGE GABA,Lamp5,0.05096800932911538
CTX-CGE GABA,Zeb2,0.05021516096266809
CTX-CGE GABA,Chrm3,0.04807058478199089
CTX-CGE GABA,Grik1,0.04700395031699789
CTX-CGE GABA,Lypd1,0.04209568434468125
CTX-CGE GABA,Calb1,0.0400395545352199
CTX-CGE GABA,Trpc7,0.038908951949119586
CTX-CGE GABA,Nr4a3,0.03655010033537576
CTX-CGE GABA,Pnoc,0.03635401138578731
CTX-CGE GABA,Kcnk9,0.035153432008182994
CTX-CGE GABA,Galnt14,0.0351487644677394
CTX-CGE GABA,Tcerg1l,0.03505008460316461
CTX-CGE GABA,Adra1b,0.03427599781551938
CTX-CGE GABA,Cyp26b1,0.0312908969538529
CTX-CGE GABA,Pde1a,0.029173375751210928
CTX-CGE GABA,Npy2r,0.025876137039989144
CTX-CGE GABA,Igf1,0.025738922015635768
CTX-CGE GABA,Slc38a1,0.024650169681244005
CTX-CGE GABA,Fstl5,0.02344994776306486
CTX-CGE GABA,Dscaml1,0.021942395475297083
CTX-CGE GABA,Kcnab3,0.02143508657171156
CTX-CGE GABA,Sema5a,0.020274218700481406
CTX-CGE GABA,Cntnap3,0.020184465948011265
CTX-CGE GABA,Bcl11a,0.017529031278297857
CTX-CGE GABA,Cd34,0.01657539378152806
CTX-CGE GABA,Qpct,0.015213366550201335
CTX-CGE GABA,Sulf2,0.014625734238925436
CTX-CGE GABA,Rgs6,0.013577451385224482
CTX-CGE GABA,Bmp3,0.0133664505285086
CTX-CGE GABA,Vwc2l,0.010523952754248667
CTX-CGE GABA,Marcksl1,0.008948221431075987
CTX-CGE GABA,Osbpl3,0.007393736641570836
CTX-CGE GABA,Rab3b,0.0035032556126004533
CTX-CGE GABA,Egln3,0.002514667386454894
CTX-CGE GABA,Whrn,-0.0011744272699152347
CTX-CGE GABA,Zfp536,-0.002324053084716171
CTX-CGE GABA,Tac2,-0.0025531515269765492
CTX-CGE GABA,Nr4a2,-0.005375099447021858
CTX-CGE GABA,Gja1,-0.005760355625060276
CTX-CGE GABA,Sp8,-0.006386631495854722
CTX-CGE GABA,Slit3,-0.0073693400850820545
CTX-CGE GABA,Ptk2b,-0.007495531050525139
CTX-CGE GABA,Nrn1,-0.00810084884430351
CTX-CGE GABA,C1ql1,-0.008412307239434424
CTX-CGE GABA,Samd5,-0.009279942577896882
CTX-CGE GABA,Foxo1,-0.011123273573511394
CTX-CGE GABA,Fosl2,-0.011892969645261209
CTX-CGE GABA,Reln,-0.012116250724691024
CTX-CGE GABA,Slc17a8,-0.013088407222968224
CTX-CGE GABA,Htr3a,-0.014602602194426328
CTX-CGE GABA,Spon1,-0.016058876825483237
CTX-CGE GABA,Kcnmb2,-0.01781429752490471
CTX-CGE GABA,Sox10,-0.01782729599596866
CTX-CGE GABA,Cdh20,-0.01833615165753244
CTX-CGE GABA,Kcns3,-0.01935286468696895
CTX-CGE GABA,Gfap,-0.02021207712567219
CTX-CGE GABA,Rxfp1,-0.020366025417316136
CTX-CGE GABA,Adra1a,-0.020821863349972825
CTX-CGE GABA,Pdzrn3,-0.021155937487573384
CTX-CGE GABA,Igfbp4,-0.022363740839276947
CTX-CGE GABA,Ndnf,-0.02277406372353341
CTX-CGE GABA,Sp9,-0.023612944813990788
CTX-CGE GABA,Vcan,-0.02701396538943568
CTX-CGE GABA,Pde11a,-0.031002045475773565
CTX-CGE GABA,Nfix,-0.03140043732951403
CTX-CGE GABA,Slc30a3,-0.03332569139991315
CTX-CGE GABA,C1ql3,-0.03373657494964588
CTX-CGE GABA,Nxph1,-0.035189555073468215
CTX-CGE GABA,Grm3,-0.03756760768035328
CTX-CGE GABA,Kit,-0.03924518184942638
CTX-CGE GABA,Dchs2,-0.040795192202034425
CTX-CGE GABA,Hs3st4,-0.04189708304898243
CTX-CGE GABA,Lancl3,-0.04788602225416905
CTX-CGE GABA,Hopx,-0.04956788732446693
CTX-CGE GABA,Parm1,-0.05142441242421247
CTX-CGE GABA,Nrp1,-0.05162825635387813
CTX-CGE GABA,Tnnt1,-0.05261536926569965
CTX-CGE GABA,Caln1,-0.058962226370868676
CTX-CGE GABA,Sox5,-0.059088607604370846
CTX-CGE GABA,Pou3f3,-0.05996487266942463
CTX-CGE GABA,Hs3st2,-0.06329199112734796
CTX-CGE GABA,Lmo3,-0.06389695607064727
CTX-CGE GABA,Nr2f2,-0.06459490621171393
CTX-CGE GABA,Syt6,-0.06915682618403407
CTX-CGE GABA,Cnr1,-0.07059153742708824
CTX-CGE GABA,Ldb2,-0.07196090163169666
CTX-CGE GABA,Rasgrp1,-0.07936221208280658
CTX-CGE GABA,A830036E02Rik,-0.08438239625208332
CTX-CGE GABA,Fxyd6,-0.08858634503923746
CTX-CGE GABA,Aqp4,-0.08960714163193817
CTX-CGE GABA,Zbtb16,-0.09524986933009139
CTX-CGE GABA,Rprm,-0.10400343825928471
CTX-CGE GABA,Necab1,-0.10994039197186001
CTX-CGE GABA,Slc1a3,-0.11054862666149079
CTX-CGE GABA,Epha4,-0.12618003981983472
CTX-CGE GABA,Cacng3,-0.12944919503392627
CTX-CGE GABA,Pcp4l1,-0.13723614718865362
CTX-CGE GABA,Cbln4,-0.1394029967138708
CTX-CGE GABA,Mog,-0.14549760157257685
CTX-CGE GABA,Unc5d,-0.157967151751079
CTX-CGE GABA,Maf,-0.17885910974368913
CTX-CGE GABA,Stxbp6,-0.19113182492734704
CTX-CGE GABA,Baiap3,-0.1922360350538952
CTX-CGE GABA,Opalin,-0.1969082742346835
CTX-CGE GABA,Nfib,-0.22464356759735016
CTX-CGE GABA,Ccnd2,-0.226737984311703
CTX-CGE GABA,Tafa2,-0.22963097187862802
CTX-CGE GABA,Ccn3,-0.24507364309222246
CTX-CGE GABA,Bcl11b,-0.247839961427766
CTX-CGE GABA,Tent5a,-0.25103847169286264
CTX-CGE GABA,Slc17a7,-0.27968206726445377
CTX-CGE GABA,Sv2b,-0.288259051816687
CTX-CGE GABA,Ctss,-0.2922850023555381
CTX-CGE GABA,Serpine2,-0.30894119482942695
CTX-CGE GABA,Nos1,-0.3106733883344892
CTX-CGE GABA,Car4,-0.33464606518329676
CTX-CGE GABA,Pde3a,-0.4930401504086115
CTX-MGE GABA,Kcnab3,0.46817668374341914
CTX-MGE GABA,Pvalb,0.36307261776841926
CTX-MGE GABA,Vwc2,0.3127834629298918
CTX-MGE GABA,Nos1,0.2749126477963436
CTX-MGE GABA,Gpr83,0.27321295704774395
CTX-MGE GABA,Kcns3,0.25318861132149684
CTX-MGE GABA,Syt2,0.2464607218314132
CTX-MGE GABA,Sulf2,0.2464335677252617
CTX-MGE GABA,Lpl,0.23634444338761207
CTX-MGE GABA,Lhfp,0.23215785660860022
CTX-MGE GABA,Spock3,0.22521936090072825
CTX-MGE GABA,Nxph1,0.22247990654204297
CTX-MGE GABA,Samd5,0.21230334103573678
CTX-MGE GABA,Pcp4l1,0.21017887681556768
CTX-MGE GABA,Npnt,0.20850668272119577
CTX-MGE GABA,Tmem132c,0.19083038863303192
CTX-MGE GABA,Lancl3,0.190459143307238
CTX-MGE GABA,Shisa6,0.19027126423532326
CTX-MGE GABA,Zfp536,0.18114075026862742
CTX-MGE GABA,Gfap,0.16866512572558
CTX-MGE GABA,Tgfbr2,0.1684558850410366
CTX-MGE GABA,Osbpl3,0.14618459723965904
CTX-MGE GABA,Dchs2,0.14511780613980696
CTX-MGE GABA,Kctd8,0.14296718217531446
CTX-MGE GABA,Galnt18,0.14277069235867146
CTX-MGE GABA,Myo5b,0.14104167358386066
CTX-MGE GABA,Sema5a,0.13537613074639665
CTX-MGE GABA,Elfn1,0.12580673108531903
CTX-MGE GABA,Reln,0.12527177167613013
CTX-MGE GABA,Grik3,0.12338274125985915
CTX-MGE GABA,Drd1,0.12329032677049001
CTX-MGE GABA,Synpr,0.12208163833276353
CTX-MGE GABA,Grm3,0.12019971780023697
CTX-MGE GABA,Unc5d,0.11981799339836074
CTX-MGE GABA,Slc30a3,0.1194010511208059
CTX-MGE GABA,Crhbp,0.11570496874681913
CTX-MGE GABA,Whrn,0.10998872657177294
CTX-MGE GABA,Pdzrn3,0.10093510069087741
CTX-MGE GABA,Tll1,0.09959249904428802
CTX-MGE GABA,Epha4,0.0972070140679776
CTX-MGE GABA,Cntn6,0.08811021344714642
CTX-MGE GABA,Caln1,0.08526849847945317
CTX-MGE GABA,Lamp5,0.08402465035580609
CTX-MGE GABA,Tox3,0.0828965830912225
CTX-MGE GABA,Rab3b,0.08218512168378933
CTX-MGE GABA,Igfbp4,0.07597878177829842
CTX-MGE GABA,Vcan,0.07384395391641829
CTX-MGE GABA,Cntnap3,0.0737724665606585
CTX-MGE GABA,Zeb2,0.07089456532635385
CTX-MGE GABA,Fstl5,0.06677625006924703
CTX-MGE GABA,Pnoc,0.06616077331889181
CTX-MGE GABA,Mkx,0.06347451013473127
CTX-MGE GABA,Col11a1,0.062466621520975374
CTX-MGE GABA,Nfib,0.06137344660768085
CTX-MGE GABA,Tacr1,0.05942937319991415
CTX-MGE GABA,Wif1,0.056846669404884254
CTX-MGE GABA,Bcl11b,0.05659743313325061
CTX-MGE GABA,Zfpm2,0.054924360211656476
CTX-MGE GABA,Chrm2,0.054817767144750396
CTX-MGE GABA,Fibcd1,0.052171918432642794
CTX-MGE GABA,Ptprm,0.048638069670148165
CTX-MGE GABA,Unc13c,0.04684652166893544
CTX-MGE GABA,Man1a,0.04670876422683956
CTX-MGE GABA,Pde11a,0.04382521661758021
CTX-MGE GABA,Chrm3,0.04248695572541639
CTX-MGE GABA,Tafa2,0.042078935176976806
CTX-MGE GABA,Cdh20,0.04144316305758611
CTX-MGE GABA,Grm1,0.04142877175342585
CTX-MGE GABA,Stxbp6,0.038798675814878725
CTX-MGE GABA,Adra1a,0.036209420969295025
CTX-MGE GABA,Scn4b,0.03516792240338984
CTX-MGE GABA,Nrn1,0.0344277532071291
CTX-MGE GABA,Moxd1,0.03293505102050431
CTX-MGE GABA,Rbp4,0.032383071388410234
CTX-MGE GABA,Gda,0.031105548696315544
CTX-MGE GABA,Nr4a2,0.031080930768818682
CTX-MGE GABA,Slit3,0.026613199494591733
CTX-MGE GABA,Gfra1,0.025405628459598262
CTX-MGE GABA,Adcy2,0.024276945702832675
CTX-MGE GABA,Npas1,0.020154733443633166
CTX-MGE GABA,Kit,0.018687489792226564
CTX-MGE GABA,Rgs6,0.018443280695098485
CTX-MGE GABA,Bcl11a,0.016378185977973803
CTX-MGE GABA,Kcnmb2,0.0158305469327491
CTX-MGE GABA,Th,0.015328344313003894
CTX-MGE GABA,Fras1,0.015285255748584858
CTX-MGE GABA,Parm1,0.013939818463936327
CTX-MGE GABA,Ldb2,0.013010642576169906
CTX-MGE GABA,St6galnac5,0.011025303295922662
CTX-MGE GABA,Grik1,0.009537255834645375
CTX-MGE GABA,Lmo3,0.009344506276650177
CTX-MGE GABA,Lypd6,0.006990239392273279
CTX-MGE GABA,Kcnk9,0.0066362603428623546
CTX-MGE GABA,Ccnd2,0.00606687650395088
CTX-MGE GABA,Zbtb16,0.004480607246014734
CTX-MGE GABA,C1ql1,0.0023639798089389874
CTX-MGE GABA,Ecel1,0.0006753118162671212
CTX-MGE GABA,Marcksl1,0.0003861001808068698
CTX-MGE GABA,Ptk2b,-0.0012919766655328235
CTX-MGE GABA,Igf1,-0.001609709461240394
CTX-MGE GABA,Htr2a,-0.0026651111294386798
CTX-MGE GABA,Rasgrp1,-0.0034567352115462135
CTX-MGE GABA,Necab1,-0.006407787846248292
CTX-MGE GABA,Trhde,-0.007499949056727129
CTX-MGE GABA,Calb1,-0.011445774117170737
CTX-MGE GABA,Tox,-0.013634035726719507
CTX-MGE GABA,Fosl2,-0.014166440008348768
CTX-MGE GABA,Ctss,-0.01622943355385109
CTX-MGE GABA,Spon1,-0.017530851591679664
CTX-MGE GABA,Ramp3,-0.01915916718164845
CTX-MGE GABA,Sox10,-0.019372215936368953
CTX-MGE GABA,Egln3,-0.019860828300815037
CTX-MGE GABA,Galnt14,-0.019973517894540382
CTX-MGE GABA,Gpx3,-0.020656775812710748
CTX-MGE GABA,Nptx2,-0.02211214025139463
CTX-MGE GABA,Tent5a,-0.02397715619845231
CTX-MGE GABA,Cbln4,-0.027543581197166045
CTX-MGE GABA,Cnr1,-0.02857827890396325
CTX-MGE GABA,Gja1,-0.03275343924900653
CTX-MGE GABA,Pde1a,-0.040847149471513244
CTX-MGE GABA,Syndig1,-0.04242043773143789
CTX-MGE GABA,Mog,-0.0498099277019155
CTX-MGE GABA,Maf,-0.05276758728908315
CTX-MGE GABA,Rgs4,-0.05552391069112539
CTX-MGE GABA,Sorcs3,-0.05718699178848552
CTX-MGE GABA,Pou3f3,-0.05834544301782829
CTX-MGE GABA,Baiap3,-0.06470943711714394
CTX-MGE GABA,Fxyd6,-0.06799563918516993
CTX-MGE GABA,Glra2,-0.06846051119415208
CTX-MGE GABA,Qpct,-0.0696775132395111
CTX-MGE GABA,Hs3st2,-0.07109123237636683
CTX-MGE GABA,Glra3,-0.07150601092760245
CTX-MGE GABA,Sp9,-0.07595208099276873
CTX-MGE GABA,C1ql3,-0.08278505032285444
CTX-MGE GABA,Cacng3,-0.08946053400941412
CTX-MGE GABA,Nkx2-1,-0.11418096684776557
CTX-MGE GABA,Crh,-0.12246032683487118
CTX-MGE GABA,Lypd1,-0.14443694656648143
CTX-MGE GABA,Ighm,-0.15565042583280486
CTX-MGE GABA,Nxph2,-0.15793295774202432
CTX-MGE GABA,Ccn3,-0.17013580490704427
CTX-MGE GABA,Nfix,-0.1846650058094934
CTX-MGE GABA,Syt17,-0.18770693827824747
CTX-MGE GABA,Npy2r,-0.212406200912872
CTX-MGE GABA,Sema3e,-0.22398692369467543
CTX-MGE GABA,Calb2,-0.2604371300726014
CTX-MGE GABA,Hs3st4,-0.27167036642252174
CTX-MGE GABA,Slc17a7,-0.521742410252968
CTX-MGE GABA,Sv2b,-0.634448463219371
CTX-MGE GABA,Ndst4,-1.06284383500702
CNU-MGE GABA,Nos1,0.6414710642049282
CNU-MGE GABA,Baiap3,0.6247266001250106
CNU-MGE GABA,Tacr1,0.6221938170754452
CNU-MGE GABA,Bcl11a,0.6135819461939237
CNU-MGE GABA,Npy2r,0.6090077002350582
CNU-MGE GABA,Tox,0.6056377739018513
CNU-MGE GABA,Tent5a,0.5330488035751281
CNU-MGE GABA,Fxyd6,0.4930046193955835
CNU-MGE GABA,Syt6,0.4434917546373418
CNU-MGE GABA,Man1a,0.4400671560239299
CNU-MGE GABA,Rab3b,0.43936285587660384
CNU-MGE GABA,Igfbp4,0.40844313848099145
CNU-MGE GABA,Tox3,0.40736002874304644
CNU-MGE GABA,Lmo3,0.40477494370891554
CNU-MGE GABA,Marcksl1,0.3827593641197422
CNU-MGE GABA,Trpc7,0.3742135990860931
CNU-MGE GABA,Crhbp,0.37200448405164144
CNU-MGE GABA,Pde1a,0.3679431841584335
CNU-MGE GABA,Sntg2,0.35357054541546185
CNU-MGE GABA,Col11a1,0.3459903887950805
CNU-MGE GABA,Gpr83,0.3342328439696667
